0,1145
1,1181
2,1354
3,2036
4,2207
5,2818
6,2540
7,2840
8,2931
9,3340
10,3402
11,3775
12,3981
13,4023
14,4188
15,4331
16,4405
17,4536
18,4556
19,4550
20,4533
21,4738
22,4732
23,4751
24,4681
25,4624
26,4749
27,4800
28,4718
29,4743
30,4663
31,4780
32,4806
33,4743
34,4780
35,4713
36,4761
37,4627
38,4733
39,4686
40,4735
41,4842
42,4724
43,4738
44,4758
45,4638
46,4781
47,4705
48,4790
49,4744
50,4626
51,4756
52,4784
53,4659
54,4817
55,4751
56,4678
57,4857
58,4682
59,4802
60,4696
61,4818
62,4761
63,4683
64,4688
65,4646
66,4765
67,4849
68,4750
69,4844
70,4739
71,4772
72,4750
73,4607
74,4917
75,4790
76,4716
77,4759
78,4886
79,4797
80,4833
81,4779
82,4810
83,4759
84,4739
85,4765
86,4746
87,4789
88,4791
89,4726
90,4688
91,4786
92,4651
93,4855
94,4711
95,4881
96,4728
97,4720
98,4853
99,4791
100,4876
101,4667
102,4665
103,4769
104,4720
105,4691
106,4741
107,4699
108,4770
109,4680
110,4692
111,4816
112,4831
113,4807
114,4760
115,4752
116,4846
117,4788
118,4808
119,4767
120,4721
121,4679
